Accession,Original Taxonomy,Updated Taxonomy,Final Taxonomy,Name,Original Evaluation,Updated Evaluation,Final Classifier,ContML data
ADO85419.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,X
ADO85420.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,X
ADO85421.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,
ADO85422.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,X
ADP08784.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,X
ADP08785.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,X
ADP08786.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,
ADP09642.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADP21187.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
ADP30804.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
ADQ13191.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13197.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13203.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13209.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13216.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13223.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13230.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ13236.1,Begomovirus,Begomovirus,Begomovirus,replicase protein,X,X,X,
ADQ28106.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ28124.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ28136.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADQ52687.1,Mastrevirus,Mastrevirus,Mastrevirus,C1:C2,X,X,X,
ADQ52691.1,Mastrevirus,Mastrevirus,Mastrevirus,C1:C2,X,X,X,
ADQ52698.1,Mastrevirus,Mastrevirus,Mastrevirus,C1:C2,X,X,X,
ADQ74535.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADQ74542.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADQ74547.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADQ74566.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADQ74575.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADR52992.1,Babuvirus,Babuvirus,Babuvirus,replicase,X,X,X,
ADR72668.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
ADR72673.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
ADR77521.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADR77527.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADR77532.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADR78679.1,Circovirus,Circovirus,Circovirus,putative Rep protein,X,X,X,
ADR79365.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADT64471.1,Begomovirus,Begomovirus,Begomovirus,C1 protein,X,X,X,
ADT65398.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADT65404.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADT65423.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADT70803.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
ADT70814.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
ADT80802.1,Begomovirus,Begomovirus,Begomovirus,replication intiation protein,X,X,X,
ADT91304.1,Mastrevirus,Mastrevirus,Mastrevirus,RepA,X,X,X,
ADU02158.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,X
ADU02188.1,Begomovirus,Begomovirus,Begomovirus,replication intiation protein,X,X,X,
ADU33217.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADU54599.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
ADU54605.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
ADU54611.1,Begomovirus,Begomovirus,Begomovirus,replication initiation protein,X,X,X,
ADU76993.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADU76995.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADU76997.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADU76999.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADU77003.1,Circovirus,Circovirus,Circovirus,Rep protein,X,X,X,
ADU77005.1,Circovirus,Circovirus,Circovirus,Rep protein,X,X,X,
ADU77007.1,Circovirus,Circovirus,Circovirus,Rep protein,X,X,X,
ADU77009.1,Circovirus,Circovirus,Circovirus,Rep protein,X,X,X,
ADU77011.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADU77013.1,Cyclovirus,Cyclovirus,Cyclovirus,Rep protein,X,X,X,X
ADV15485.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15490.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15495.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15500.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15505.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15510.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,X
ADV15515.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV15520.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADV18492.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
ADV32614.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADV32632.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
ADV51529.1,Becurtovirus,Becurtovirus,Becurtovirus,replication-associated protein,X,X,X,X
ADW09066.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADW10639.2,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADW10640.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADW24225.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
ADW24231.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
ADW24237.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
ADW24243.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
ADW66589.1,Begomovirus,Begomovirus,Begomovirus,replicase,X,X,X,X
ADW78958.1,Begomovirus,Begomovirus,Begomovirus,REP protein,X,X,X,
ADX06802.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,
ADX06804.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,
ADX06806.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,X
ADX06810.1,Circovirus,Circovirus,Circovirus,replication protein,X,X,X,
ADX07732.1,Circovirus,Circovirus,Circovirus,replicase,X,X,X,
ADX66446.1,Circovirus,Circovirus,Circovirus,replicase protein,X,X,X,
ADX96021.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
ADY17027.1,Begomovirus,Begomovirus,Begomovirus,replicase,X,X,X,
ADY17982.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17984.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17986.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17988.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17990.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17994.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY17998.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18000.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18002.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18004.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18006.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18010.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18012.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18014.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18016.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY18020.1,Cyclovirus,Cyclovirus,Cyclovirus,replication associated protein,X,X,X,X
ADY62615.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62617.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62619.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62621.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62627.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62631.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62633.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62635.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62647.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62649.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62651.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY62657.1,Circovirus,Circovirus,Circovirus,Rep,X,X,X,
ADY75699.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
ADY88071.1,Curtovirus,Curtovirus,Curtovirus,rolling circle replication initiator protein,X,X,X,X
ADZ45278.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADZ45284.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADZ45647.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
ADZ96475.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96481.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96487.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96493.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96499.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96505.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96511.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96517.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96529.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96535.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96541.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96547.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96559.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96565.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96571.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96577.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96583.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96589.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96595.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96607.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,X
ADZ96619.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96625.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96631.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96637.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96649.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96661.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96667.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96679.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ96685.1,Begomovirus,Begomovirus,Begomovirus,C1,X,X,X,
ADZ99009.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AEA08436.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08448.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08454.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08460.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08472.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08484.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA08490.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEA10364.1,Begomovirus,Begomovirus,Begomovirus,rep protein,X,X,X,
AEA11182.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AEA29715.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AEA76647.1,Begomovirus,Begomovirus,Begomovirus,AC1 gene product,X,X,X,
AEA76744.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76750.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76756.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76762.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76768.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76774.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76780.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76786.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76792.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76798.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76804.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,X
AEA76810.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76816.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76822.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76828.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76834.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76840.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76846.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,X
AEA76852.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEA76858.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEB20440.1,Begomovirus,Begomovirus,Begomovirus,AC1 protein,X,X,X,
AEB21261.1,Begomovirus,Begomovirus,Begomovirus,Rep,X,X,X,
AEB54967.1,Circovirus,Circovirus,Circovirus,putative rep protein,X,X,X,
AEB54969.1,Circovirus,Circovirus,Circovirus,putative rep protein,X,X,X,
AEB54970.1,Circovirus,Circovirus,Circovirus,putative rep protein,X,X,X,
AEB60990.1,Circovirus,Circovirus,Circovirus,replication associated protein,X,X,X,
AEC03068.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEC03075.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEC32991.1,Circovirus,Circovirus,Circovirus,rep protein,X,X,X,
AEC33006.1,Circovirus,Circovirus,Circovirus,35.8 kDa replicase,X,X,X,
AEC33015.1,Circovirus,Circovirus,Circovirus,35.8 kDa replicase,X,X,X,
AEC33030.1,Circovirus,Circovirus,Circovirus,35.8 kDa replicase,X,X,X,
AED01981.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED01986.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED01991.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED01996.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED02001.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED02006.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED02011.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED02016.1,Begomovirus,Begomovirus,Begomovirus,AC1,X,X,X,
AED89163.1,Begomovirus,Begomovirus,Begomovirus,replication-associated protein,X,X,X,
AEE99005.1,Begomovirus,Begomovirus,Begomovirus,C1 protein,X,X,X,
AEF12623.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
AEF12629.1,Begomovirus,Begomovirus,Begomovirus,replication initiator protein,X,X,X,
AEF12637.1,Begomovirus,Begomovirus,Begomovirus,replication protein,X,X,X,X
AEF58757.1,Circovirus,NaN,NaN,Rep,X,,,
AEF65956.2,Begomovirus,Begomovirus,Begomovirus,replicase protein,X,X,X,
AEF97828.1,Babuvirus,Babuvirus,Babuvirus,replication initiation protein,X,X,X,
AEG42035.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
AEG42043.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
AEG42057.1,Begomovirus,Begomovirus,Begomovirus,Rep protein,X,X,X,
AEG89713.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89719.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89725.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89737.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89743.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89749.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89773.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89779.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89785.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89791.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89797.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89803.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89809.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89821.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89827.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,X
AEG89839.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89851.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89857.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89863.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89869.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89875.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89881.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89887.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89893.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89899.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89905.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89911.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89917.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89935.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89941.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89947.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89953.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89959.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89971.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89977.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG89995.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90001.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90007.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90019.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90025.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90031.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90037.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90043.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90049.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90055.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90061.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90067.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90085.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90091.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90097.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90103.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90109.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90121.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90127.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90133.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90139.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90157.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90169.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90175.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90181.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90187.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90211.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90223.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90229.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90235.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90241.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90247.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90253.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90259.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90271.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90277.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90283.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90295.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90301.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90307.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90313.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90319.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90325.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90337.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90343.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90349.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90355.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90361.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90367.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
AEG90373.1,Begomovirus,Begomovirus,Begomovirus,replication associated protein,X,X,X,
